name_eng,rating,studio,kind,main_genre,secondary_genre,year,quarter,status,total_episodes,episodes_aired,duration_min,positive_count_r,negative_count_r,planned,score,success
Ganbare! Kickers: Bokutachi no Densetsu,4,8,2,20,11,1987,3,0,1,0,87,3,0,28,6.14,0
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,2,40,0,44,0,2017,2,0,12,12,24,19577,3432,19368,7.69,1
Tsumamigui 3 The Animation,5,103,2,41,-1,2016,3,0,2,1,26,140,97,323,7.14,1
Ao no Exorcist: Kyoto Fujouou-hen,2,213,0,37,34,2017,1,0,12,12,24,19728,4661,15010,7.38,1
Si Ling Bianma: Zhi Shijie Caozong Zhe,1,643,4,0,39,2013,4,0,12,0,9,21,48,631,5.43,0
Animegatari x Koukaku Kidoutai Collab Eizou,4,47,4,11,21,2015,2,0,1,0,1,21,11,313,5.21,0
Ansatsu Kyoushitsu: 365-nichi no Jikan,2,470,1,37,34,2016,4,0,1,0,92,4649,1297,7221,7.33,1
Nama Lo Re: Furachimono The Animation,5,47,2,41,-1,2016,3,0,1,0,18,132,119,336,6.62,0
Misuzu: Ikenai Koto,5,47,2,41,-1,2016,3,0,1,0,14,32,93,166,5.55,0
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,1,532,1,34,44,2016,4,0,1,0,107,1363,268,4987,7.52,1
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,1,532,1,34,44,2017,1,0,1,1,103,1340,252,5154,7.52,1
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,2,47,4,37,35,2016,3,0,6,0,1,77,89,462,6.35,0
Sakamoto Desu ga? Special,2,12,3,22,11,2016,3,0,1,0,24,3575,1924,2236,6.81,0
Choco to Watashi,4,583,5,20,5,2014,1,0,1,0,4,4,0,9,5.87,0
Kubbe no Ongakukai,4,47,4,0,5,2014,4,0,2,0,1,5,0,17,5.52,0
Juushinki Pandora,2,40,0,21,3,2018,1,0,26,26,23,442,342,4268,6.32,0
Twin Angel Break,2,5,0,44,-1,2017,2,0,12,12,23,47,78,1158,5.92,0
Curly,4,47,4,11,-1,2014,4,0,1,0,3,5,0,15,5.67,0
Fly,4,47,4,0,-1,2012,1,0,1,0,1,8,1,15,4.83,0
My Home,4,47,4,32,5,2009,1,0,1,0,5,5,2,17,5.75,0
Bishoujo Yuugi Unit Crane Game Girls Galaxy,3,635,0,11,4,2016,4,0,12,12,13,8,4,320,4.76,0
Mameshiba Gakuen,4,47,3,11,16,2015,4,0,8,0,0,6,1,205,5.48,0
Tanahashi Hiroshi X Mameshiba Pro Wrestling,4,47,3,11,35,2013,3,0,2,0,0,11,2,32,5.11,0
InaDan Movie x Mameshiba Collab CM,4,47,3,20,11,2012,4,0,2,0,0,4,0,34,5.34,0
Henna Omamesan,4,47,3,11,47,2014,1,0,1,0,0,5,3,25,4.47,0
Monster Strike: Mermaid Rhapsody,2,57,4,34,0,2016,3,0,1,1,51,14,10,559,6.7,0
Mameshiba x Gaist Crusher Collab CM,4,47,3,11,0,2014,1,0,1,0,0,4,0,35,5.56,0
Babyshiba,4,47,3,11,-1,2011,1,0,7,0,0,4,0,34,5.44,0
Mame-Mofu Collab Animation,4,47,4,11,-1,2008,1,0,1,0,2,9,0,43,5.28,0
Bic Contact X Mameshiba Collab CM,4,47,3,11,-1,2013,3,0,1,0,0,7,4,34,5.47,0
Mameshi-Pamyu-Pamyu,4,47,3,11,47,2012,1,0,9,0,0,4,0,34,5.17,0
Mameshiba Bangai-hen,4,47,3,11,5,2008,1,0,9,0,0,3,0,46,5.43,0
Tales of Zestiria the Cross: Saiyaku no Jidai,2,33,3,34,17,2016,3,0,1,0,23,1883,417,2319,7.25,1
Heibai Wushang,2,47,4,34,11,2015,3,0,12,0,11,159,118,1408,6.3,0
Armed Blue Gunvolt,2,664,2,34,21,2017,1,0,1,0,21,46,61,1062,5.66,0
Baki: Most Evil Death Row Convicts Special Anime,1,32,2,37,34,2016,4,0,1,0,15,569,575,911,6.57,0
Re:Petit kara Hajimeru Isekai Seikatsu,2,463,3,17,11,2016,2,0,14,0,2,1621,1305,2633,6.68,0
Idol Memories,2,530,0,5,-1,2016,4,0,12,12,12,30,35,1183,5.37,0
BanG Dream!,2,21,0,5,-1,2017,1,0,13,13,24,989,357,4992,6.97,0
Hungry Zombie Francesca!!,4,47,5,0,5,2013,1,0,2,0,8,8,9,41,5.43,0
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,2,530,1,37,34,2017,1,0,1,0,55,4783,1643,7486,7.26,1
Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,5,103,3,0,41,2015,4,0,1,0,1,26,31,118,6.37,0
ViVid Strike!,2,530,0,34,44,2016,4,0,12,12,24,701,355,4819,7.04,1
Ling Qi,2,601,4,34,42,2016,2,0,20,0,14,2705,750,10224,7.18,1
One Piece Film: Gold Episode 0 - 711 ver.,2,3,3,37,34,2016,3,0,1,0,10,712,243,900,7.18,1
Ozmafia!! Special,2,47,3,15,40,2016,4,0,1,0,4,21,13,246,5.52,0
Hitorijime My Hero,2,402,0,42,44,2017,3,0,12,12,24,4743,1294,6534,7.36,1
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu! - Fushou Akiyama Yukari no Sensha Kouza,2,47,3,46,16,2014,3,0,1,1,13,151,73,480,6.93,0
Fushigi na Somera-chan Special,2,464,3,11,32,2015,4,0,1,1,9,20,5,79,5.54,0
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,4,55,4,22,11,2016,3,0,13,5,8,4,0,111,6.66,0
Kagi Hime Monogatari: Eikyuu Alice Rondo - Extra Song,4,47,5,0,5,2006,2,0,6,6,1,15,1,33,5.8,0
Soushin Shoujo Matoi,2,311,0,43,-1,2016,4,0,12,12,24,231,120,1747,6.72,0
Cure Miracle to Mofurun no Mahou Lesson,4,47,1,15,34,2016,4,0,1,0,6,12,3,124,5.81,0
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,3,55,1,17,11,2017,1,0,1,1,101,8,1,216,7.38,1
No Game No Life: Zero,2,2,1,44,0,2017,3,0,1,0,106,35282,4447,28850,8.24,1
Flying Witch Petit Special,2,660,3,11,32,2016,2,0,1,0,2,69,103,531,5.98,0
Cyborg 009: Call of Justice 1,2,117,1,37,34,2016,4,0,1,0,120,14,3,396,6.25,0
Cyborg 009: Call of Justice 2,2,117,1,37,34,2016,4,0,1,0,120,13,0,247,6.38,0
Cyborg 009: Call of Justice 3,2,117,1,37,34,2016,4,0,1,0,120,13,0,254,6.39,0
Dive to Blue,4,47,5,5,-1,2016,3,0,1,0,4,28,28,44,6.06,0
Nazotokine,2,665,0,4,-1,2016,4,0,12,12,7,54,167,1037,4.84,0
Shigeo wa Handsome,3,47,4,11,44,2005,4,0,1,0,3,12,4,29,4.85,0
Meitantei Gordon,3,47,4,11,14,2006,2,0,1,0,2,6,15,22,4.53,0
Mukidashi no Mitsuko,4,47,4,11,5,2006,4,0,1,0,6,11,5,20,4.92,0
Kabushikigaisha Aokishouji,4,47,3,11,-1,2015,2,0,2,0,0,5,4,19,4.97,0
3D Onara Gorou ga Dance Dance Dance!!,4,554,5,11,5,2016,2,0,1,0,0,33,104,31,3.39,0
Gravity Daze The Animation: Ouverture,2,247,2,34,0,2016,4,0,1,0,19,91,64,234,6.4,0
IRoid: Koi no Yuukou Frontier,4,67,4,4,-1,2015,4,0,1,0,0,6,0,21,5.22,0
Tong Zhi Zhe,1,47,4,17,39,2015,4,0,10,0,10,10,3,629,6.29,0
AOTU Shijie,2,47,4,34,17,2016,2,0,32,0,12,9,0,310,6.46,0
Mameshiba the DVD Green Pea-shiba no Kutsujoku,4,47,2,11,-1,2009,3,0,4,0,0,2,0,36,5.51,0
Baku Tech! Bakugan Gachi Special,4,47,4,37,34,2014,1,0,1,0,6,16,18,100,5.61,0
Garo: Guren no Tsuki Special,2,522,3,34,0,2016,3,0,1,0,23,33,83,611,6.17,0
Run & Roll,4,47,1,10,-1,2013,1,0,1,0,1,8,5,33,4.46,0
Bikini Warriors OVA,0,22,2,11,0,2016,4,0,6,5,4,114,216,943,5.52,0
Seihou Bukyou Outlaw Star Specials,0,0,3,34,17,1998,4,0,2,0,25,222,35,259,7.1,1
Cocktail Prince: Making Love!!,2,47,5,30,5,2016,3,0,1,0,2,30,23,88,5.69,0
Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,2,73,1,46,16,2015,4,0,1,0,3,154,135,773,6.52,0
Monster Strike The Movie: Hajimari no Basho e,4,535,1,34,0,2016,4,0,1,1,104,29,12,1286,6.76,0
Saiyuuki Reload Blast,2,666,0,25,34,2017,3,0,12,12,23,474,117,3627,7.21,1
Chain Chronicle: Haecceitas no Hikari Part 1,2,32,1,37,34,2016,4,0,1,0,86,418,145,3233,7.03,1
Chain Chronicle: Haecceitas no Hikari Part 2,2,32,1,37,34,2017,1,0,1,0,89,264,85,2333,7.04,1
Chain Chronicle: Haecceitas no Hikari Part 3,2,32,1,37,34,2017,1,0,1,0,93,238,82,2122,7.05,1
Gabriel DropOut,2,131,0,37,11,2017,1,0,12,12,23,14390,3838,13453,7.47,1
Inazuma Eleven: Ares no Tenbin,4,14,0,35,-1,2018,2,0,26,26,23,196,87,721,6.66,0
Samurai Noodles: The Originator,4,534,4,2,40,2016,3,0,1,1,1,63,50,172,6.25,0
Megaton-kyuu Musashi,2,14,0,34,21,2021,4,0,13,13,25,65,88,1594,6.18,0
Katekyo Hitman Reborn! x ēlDLIVE Special,2,82,3,37,33,2016,3,0,1,0,2,248,119,742,6.75,0
Kidou Keisatsu Patlabor: Reboot,2,247,1,11,21,2016,4,0,1,0,7,165,106,787,6.53,0
Fuuka,0,119,0,37,44,2017,1,0,12,12,24,5688,2725,11578,6.51,0
Anitore! XX: Hitotsu Yane no Shita de,2,442,0,11,35,2016,4,0,12,2,4,131,163,966,5.59,0
Boku no Yayoi-san 2,5,606,2,41,-1,2016,3,0,2,0,20,55,69,150,6.0,0
Wu Geng Ji,2,465,4,34,0,2016,2,0,30,0,16,381,64,943,7.4,1
Feng Wei Ying Xiong,2,47,4,34,0,2015,3,0,13,0,16,119,36,212,6.36,0
Qui Shui Yi Yun,2,47,4,39,14,2015,3,0,12,0,10,58,64,586,5.81,0
Ying Xiong Bie Nao,6,533,4,34,0,2015,3,0,13,0,12,38,35,59,5.97,0
Oide yo! Shiritsu Yarimakuri Gakuen,5,321,2,41,-1,2016,4,0,4,0,21,239,129,379,6.85,0
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,5,482,2,41,-1,2016,4,0,2,2,29,231,129,487,6.8,0
Kirin Hyoketsu: Atarashiku Ikou Animation Movie,4,515,4,32,-1,2016,3,0,1,0,1,39,53,324,5.25,0
Cheating Craft,2,667,0,34,11,2016,4,0,12,12,12,560,1166,4268,5.41,0
Soul Buster,2,8,0,34,38,2016,4,0,12,12,13,234,252,1863,5.78,0
"Watashitachi, Luck Logic-bu! 2",2,131,4,11,4,2016,3,0,12,0,1,15,2,369,5.51,0
Yodomi no Sawagi,1,47,1,10,44,2014,1,0,1,0,10,20,20,59,5.72,0
Jakusansei Million Arthur Specials,2,417,3,11,0,2016,3,0,3,0,1,10,12,136,5.63,0
Godzilla 1: Kaijuu Wakusei,1,526,1,34,17,2017,4,0,1,1,89,1002,560,3465,6.47,0
Marginal#4: Kiss kara Tsukuru Big Bang,2,5,0,11,5,2017,1,0,12,12,23,450,173,2947,6.7,0
Warui no wo Taose!! Salaryman Man,3,47,4,11,47,2004,4,0,1,0,2,10,1,19,5.14,0
Mahou Shoujo Nante Mou Ii Desukara. Second Season,2,641,0,11,-1,2016,4,0,12,12,4,145,171,599,6.07,0
ID-0,2,524,0,21,3,2017,2,0,12,12,24,94,71,1252,6.55,0
Cheer Danshi!! Recap,2,84,3,35,16,2016,3,0,1,0,24,43,33,345,5.89,0
Shiguang Guiyu,1,47,4,44,43,2015,4,0,10,0,13,2,0,157,5.35,0
Sengoku Choujuu Giga: Kou,2,554,0,43,27,2016,4,0,13,13,3,68,60,514,5.87,0
Macross Δ: Delta Shougekijou,2,463,3,11,21,2016,3,0,9,0,5,15,7,214,6.14,0
Girlfriend (Note),4,402,4,5,16,2016,4,0,3,0,11,10,17,314,6.02,0
Teekyuu 8,2,592,0,37,11,2016,4,0,12,12,2,398,251,556,6.64,0
Ao Oni The Animation,1,12,0,11,39,2016,4,0,13,13,3,154,352,719,5.11,0
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,2,5,2,37,11,2017,1,0,1,0,23,237,43,592,7.38,1
Ao Oni The Animation (Movie),1,12,1,39,14,2017,1,0,1,0,60,34,154,1446,4.16,0
Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,4,47,1,40,-1,2002,4,0,1,0,97,3,0,30,6.08,0
Sin: Nanatsu no Taizai,0,82,0,0,13,2017,2,0,12,11,23,1342,1720,7929,5.71,0
Seiren,2,444,0,36,16,2017,1,0,12,12,24,2151,1627,8943,6.29,0
Alice in Deadly School,2,389,2,37,11,2021,1,0,1,0,41,53,132,3202,5.2,0
Kabuki-bu!,2,12,0,16,-1,2017,2,0,12,12,24,349,150,2356,6.62,0
Free! Movie 1: Timeless Medley - Kizuna,2,25,1,44,32,2017,2,0,1,1,95,911,204,3862,7.56,1
Garo: Guren no Tsuki - Yurugaro,4,351,3,11,0,2016,3,0,21,0,2,12,7,269,5.58,0
Nil Admirari no Tenbin,2,659,0,25,0,2018,2,0,12,12,23,788,335,4509,6.65,0
Show By Rock!! x Joysound,4,47,4,11,5,2014,2,0,4,0,1,34,39,257,5.48,0
Chicken Papa,4,47,4,11,-1,2010,1,0,1,0,1,8,17,19,4.28,0
8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation,5,464,2,43,41,2016,4,0,3,0,15,149,114,355,6.33,0
Wonder,4,47,5,5,26,2012,4,0,1,0,3,12,0,13,4.91,0
Estima: Sense of Wonder,4,47,4,11,21,2016,2,0,13,0,0,11,0,30,4.74,0
Fujinkoron-senpai,3,534,4,11,-1,2016,2,0,1,0,1,7,6,62,5.09,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,2,47,3,11,24,2005,1,0,1,0,22,1,0,36,6.43,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,2,47,3,11,24,2006,2,0,1,0,20,1,0,34,6.57,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,2,47,3,11,24,2007,3,0,2,0,20,1,0,32,6.46,0
Chao You Bing,1,47,4,11,0,2014,2,0,4,0,8,8,2,92,5.48,0
Hane (2015),4,47,5,5,-1,2015,4,0,1,0,1,14,11,19,5.75,0
Jikkyou Chuukei,0,668,5,10,5,2014,1,0,1,0,5,15,30,25,5.38,0
Saredo Tsumibito wa Ryuu to Odoru,1,530,0,34,44,2018,2,0,12,12,23,734,794,7221,5.8,0
Torikaekko Please,4,47,5,5,-1,1998,1,0,1,0,4,18,148,161,4.38,0
IDOLiSH7,2,613,0,44,5,2018,1,0,17,17,24,934,185,5723,7.72,1
Suntory Minami Alps no Tennensui,4,56,3,44,16,2016,3,0,3,0,0,574,700,1544,5.96,0
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,4,47,4,32,-1,2016,2,0,12,0,0,11,21,100,5.85,0
Suntory Tennensui CMs,4,47,3,32,-1,2013,1,0,17,12,0,29,124,309,5.15,0
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,4,669,4,5,-1,2016,2,0,1,0,0,122,173,209,5.96,0
Shangri-La (Music),4,47,5,5,-1,2011,4,0,1,0,4,8,0,8,4.87,0
Magical Music Train,4,47,5,5,-1,2009,3,0,1,0,1,4,6,9,4.76,0
Yasoukyoku,4,47,5,5,-1,2011,1,0,1,0,3,9,0,11,5.5,0
Marine Dreamin',4,47,5,5,-1,2015,2,0,1,0,3,33,10,23,5.29,0
Marine Bloomin',4,47,5,5,-1,2016,1,0,1,0,3,19,22,29,5.43,0
Gakuen Handsome: Legend of Sexy,2,47,5,11,5,2016,1,0,2,0,4,95,53,92,5.8,0
Gakuen Handsome: Haitoku no Lesson,2,47,5,11,5,2016,2,0,2,0,4,59,53,72,5.16,0
Nineko Gelee,2,351,4,10,0,2016,4,0,1,1,6,10,14,54,5.28,0
Kitty-chan wo Sagase! Toyama-shi Stamp Rally,4,351,4,11,-1,2016,3,0,1,0,2,14,19,87,5.45,0
"Taka no Tsume-dan, Toyama",4,351,4,11,-1,2016,2,1,0,12,4,7,0,76,0.0,0
Hua Jianghu: Bu Liang Ren II,1,47,4,17,44,2016,3,0,40,0,20,9,4,441,6.4,0
Quanzhi Gaoshou,2,649,4,34,4,2017,2,0,12,12,24,26296,5480,16617,7.93,1
Boku no Hero Academia: Sukue! Kyuujo Kunren!,2,1,2,37,34,2017,2,0,1,2,25,7612,2365,5033,7.25,1
Trigger-chan,2,515,4,34,-1,2016,3,0,1,0,0,140,170,426,6.23,0
JA Kumamoto Keizairen,4,47,4,5,-1,2016,2,0,2,0,1,14,1,50,5.92,0
"Kirai, Demo, Suki",4,47,4,21,5,2016,2,0,1,0,0,5,22,163,5.19,0
Towel Story,4,670,4,32,-1,2011,3,0,4,0,2,6,0,20,5.87,0
Dragon Ball Z: The Real 4-D,3,47,3,37,34,2016,3,0,1,1,11,28,52,253,6.12,0
Hinako Note,2,521,0,11,32,2017,2,0,12,12,23,843,475,5996,6.77,0
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,2,22,2,11,32,2017,1,0,1,0,28,903,365,1355,7.11,1
Black Clover: Jump Festa 2016 Special,2,21,2,37,34,2016,4,0,1,0,27,1791,894,2869,6.75,0
Danball Senki Wars: All Star Battle,4,14,3,20,34,2014,1,0,1,0,9,17,17,100,6.31,0
Robber's Company,4,671,4,11,-1,2016,2,0,6,0,5,5,0,133,5.98,0
Shoujo-tachi no Sadism The Animation,5,332,2,41,-1,2016,3,0,2,2,16,424,267,599,6.81,0
91 Days: Mijikai Rousoku,1,575,3,34,44,2016,3,0,1,0,24,923,611,1709,6.47,0
Yume Oukoku to Nemureru 100-nin no Ouji-sama,2,461,0,17,0,2018,3,0,12,12,23,260,189,2817,5.91,0
Shuangsheng Lingtan,1,649,4,14,12,2016,3,0,20,0,14,1693,422,6340,7.23,1
Girls & Panzer: Saishuushou Part 1,2,73,1,46,16,2017,4,0,1,1,47,1921,420,3481,7.95,1
Cyphers,2,672,4,34,-1,2011,2,0,3,0,2,102,82,1002,5.97,0
3-Nen D-Gumi Glass no Kamen,3,351,0,11,47,2016,4,0,13,13,4,6,20,196,4.65,0
Kowaremono: Risa Plus The Animation,5,497,2,41,-1,2016,4,0,1,0,17,212,160,285,6.7,0
Pretty x Cation 2 The Animation,5,103,2,41,-1,2016,4,0,2,2,27,158,78,393,7.16,1
Onihei,1,673,0,22,40,2017,1,0,13,13,23,1163,175,3705,7.31,1
Bloodivores,1,591,0,34,43,2016,4,0,12,12,24,1491,1654,5809,5.49,0
Demi-chan wa Kataritai,2,213,0,22,11,2017,1,0,12,12,23,12394,2210,13000,7.58,1
300 En no Otsukiai Anime Edition,5,152,2,41,-1,2016,3,0,1,1,16,203,224,364,6.2,0
Servamp Specials,2,666,3,25,11,2016,4,0,4,0,5,769,287,2483,6.93,0
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,4,4,3,37,17,2016,2,0,1,0,26,13,1,145,6.8,0
Nameless,4,47,5,36,5,2016,3,0,2,1,4,33,22,41,6.24,0
Kakuchou Shoujo-kei Trinary,2,22,4,21,-1,2017,2,0,34,33,7,159,86,6291,5.97,0
Days (TV) OVA,2,522,2,37,35,2017,1,0,2,0,25,91,41,920,6.91,0
To Be Hero,2,601,0,11,-1,2016,4,0,12,12,11,2726,869,4189,6.98,0
Isekai Shokudou,2,378,0,0,2,2017,3,0,12,12,23,6019,1565,11858,7.37,1
Hagane Orchestra,2,396,0,17,11,2016,4,0,12,2,4,28,23,515,5.54,0
Seikatsu Shidou!! Anime Edition,5,152,2,41,-1,2016,4,0,2,0,14,94,95,350,6.17,0
Hatsukoi Monster: Mou Chotto dake Tsuzukunja,2,12,2,15,11,2017,1,0,1,1,23,106,141,1521,6.03,0
Tsugumomo,0,659,0,22,34,2017,2,0,12,12,24,3858,1392,9419,7.05,1
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,0,32,1,22,34,2017,1,0,1,0,53,1760,194,3495,7.86,1
Idol Jihen,2,522,0,5,-1,2017,1,0,12,12,23,81,81,1210,5.67,0
Bokura no Sex,5,581,2,41,-1,2016,4,0,2,2,21,116,113,260,6.48,0
King of Prism: Pride the Hero,3,61,1,15,35,2017,2,0,1,0,69,22,13,756,6.88,0
Pokemon Sun & Moon,3,14,0,20,34,2016,4,0,146,146,24,391,231,1222,6.83,0
Detective Conan: Episode One - The Great Detective Turned Small,2,29,3,37,17,2016,4,0,1,0,93,212,42,798,8.24,1
L'Œil du cyclone,4,47,5,10,5,2015,4,0,1,0,4,38,35,28,5.92,0
Seoul-yeok,1,496,1,39,7,2016,3,0,1,0,92,522,685,1927,5.74,0
Tonari no Onigiri-kun,4,37,3,32,-1,2016,3,0,3,3,0,17,55,119,5.08,0
Akiba's Trip The Animation,2,11,0,34,11,2017,1,0,13,13,23,2366,1378,6546,6.52,0
100% Pascal-sensei (TV),3,14,0,20,11,2017,2,0,36,36,12,6,3,127,5.66,0
Berserk 2nd Season,1,592,0,34,17,2017,2,0,12,12,24,7481,4054,5520,6.59,0
Dead World,1,47,4,39,-1,2016,3,0,1,0,1,34,167,533,3.5,0
Uchouten Kazoku 2,2,206,0,11,44,2017,2,0,12,12,23,1418,179,5454,8.12,1
Cardfight!! Vanguard G: Next,2,14,0,37,34,2016,4,0,52,30,24,69,34,1204,6.62,0
Sakura Nagashi,2,247,5,34,44,2016,3,0,1,0,4,680,309,642,7.0,1
Tales of Zestiria the Cross 2nd Season,2,33,0,34,17,2017,1,0,13,13,23,4724,1075,7123,7.33,1
Chiruran: Nibun no Ichi,4,664,0,34,11,2017,1,0,12,12,2,91,111,794,5.65,0
Norasco (Movie),4,393,1,11,32,2016,3,1,0,0,2,2,0,54,0.0,0
Gintama.,2,596,0,37,34,2017,1,0,12,12,24,7063,404,7735,8.98,1
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,2,378,1,34,0,2017,3,0,1,1,89,3054,498,6947,7.96,1
Sakurada Reset,2,376,0,14,43,2017,2,0,24,24,25,2488,556,11167,7.35,1
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,1,470,3,34,39,2016,3,0,1,0,24,5618,1592,4298,7.48,1
Knight's & Magic,2,448,0,34,0,2017,3,0,13,13,24,7300,2237,8449,7.1,1
Kyoukai no Rinne 3rd Season,2,84,0,37,11,2017,2,0,25,25,24,282,100,1499,7.06,1
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,5,103,2,41,-1,2016,4,0,1,0,15,207,146,401,6.93,0
Otousan wa Ai no Hito,4,47,4,44,32,2016,3,0,1,0,3,43,29,60,6.45,0
Pride,4,47,4,32,-1,2015,4,0,1,0,2,29,8,51,5.53,0
Kizuna (ONA),4,47,4,44,-1,2013,3,0,1,0,3,14,12,20,5.78,0
Itsumo Kokoro ni Ho,4,47,4,32,5,2013,3,0,1,0,2,8,23,23,5.61,0
Minna de Bokumetsu Inshu Unten,4,47,3,44,-1,2013,1,0,1,0,0,13,0,29,5.55,0
High School Fleet OVA,2,504,2,34,46,2017,1,0,2,0,24,521,121,1410,7.22,1
Rewrite 2nd Season,2,448,0,34,11,2017,1,0,11,11,24,3551,872,6740,7.22,1
One Punch Man 2nd Season,1,5,0,22,34,2019,2,0,12,12,23,49802,8231,18438,7.47,1
Orange: Mirai,2,32,1,15,44,2016,4,0,1,0,62,2682,689,5587,7.44,1
Eyedrops,4,47,4,26,-1,2016,3,0,4,0,5,13,18,357,5.02,0
Nyanko Days,2,603,0,11,32,2017,1,0,12,12,2,1450,848,3018,6.61,0
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,1,470,2,34,39,2017,1,0,1,0,25,3609,1465,4531,7.17,1
Eyedrops Episode 0,4,47,4,26,-1,2016,3,0,1,0,2,12,19,157,5.03,0
Overlord Movie 1: Fushisha no Ou,1,2,1,34,0,2017,1,0,1,0,102,3851,626,8369,7.6,1
Oishi-sa Hajikeru! One Piece,4,47,3,5,-1,2016,3,0,1,1,0,112,197,693,6.17,0
Cocolors,2,460,1,21,-1,2017,2,0,1,0,45,185,80,2910,6.75,0
Hataraku Otona no Renai Jijou The Animation,5,452,2,41,-1,2016,4,0,1,0,26,69,65,228,6.47,0
Buddy Go! 2,3,47,3,15,11,2016,4,0,4,0,1,63,56,291,6.15,0
Zero kara Hajimeru Mahou no Sho,2,311,0,34,17,2017,2,0,12,12,24,12935,3184,11515,7.08,1
Tenshi no 3P!,2,461,0,32,5,2017,3,0,12,12,23,1028,600,5183,6.63,0
Inazuma Eleven: Outer Code,4,47,4,35,-1,2016,4,0,6,6,5,37,21,210,6.76,0
Ima no Watashi ni Dekiru Koto...,4,404,4,21,-1,2016,3,0,2,0,1,71,86,375,5.75,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",2,29,2,14,-1,2016,4,0,2,2,25,70,34,1147,6.21,0
Hibike! Euphonium 2 Specials,2,25,3,11,5,2016,4,0,7,0,2,539,291,1388,6.71,0
GJ8man,4,47,4,11,33,2016,4,1,0,21,5,3,0,53,0.0,0
Escha Chron,2,470,4,21,32,2017,4,0,2,2,24,84,58,1949,6.45,0
Meiji Tokyo Renka,2,29,0,15,36,2019,1,0,12,12,23,780,254,3270,6.99,0
Getsuyoubi no Tawawa,2,641,4,32,13,2016,4,0,12,12,4,1903,1466,7131,6.45,0
Higanjima X,1,47,4,22,0,2016,4,0,12,0,3,12,8,487,5.76,0
Forest Fairy Five,3,47,0,11,0,2017,1,0,13,3,10,10,8,378,3.31,0
Belle to Kaijuu Ouji,4,47,1,20,0,1976,1,0,1,0,19,2,0,30,6.9,0
Osomatsu-san: Ouma de Kobanashi,1,8,3,11,35,2016,4,0,1,0,24,239,39,437,7.26,1
Mutsugo to Ouma no Monogatari,2,8,4,11,35,2016,4,0,6,0,2,30,11,209,6.18,0
Shelter (Music),4,213,5,21,5,2016,4,0,1,0,6,9932,680,3680,8.32,1
Miss Monochrome: Music Clips,4,47,5,5,-1,2016,3,0,14,2,4,27,30,108,6.22,0
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,4,55,1,22,17,2017,2,0,1,0,105,5,0,65,6.89,0
Kimi no Mana wa Rina Witch,5,103,2,41,-1,2016,4,0,1,2,28,67,65,281,6.69,0
Star Beat!: Hoshi no Kodou,2,21,5,5,-1,2016,3,0,1,0,6,158,111,223,6.84,0
Cinderella Girls Gekijou,2,417,0,11,32,2017,2,0,13,13,3,78,88,1506,6.54,0
Oushitsu Kyoushi Heine,2,421,0,11,32,2017,2,0,12,12,23,6439,1353,9278,7.47,1
Ninja Bear the Animation★,4,636,0,20,11,2017,1,1,0,0,0,4,0,119,0.0,0
"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",2,131,2,11,32,2017,2,0,1,0,22,2166,416,2533,7.41,1
Grancrest Senki,1,213,0,34,44,2018,1,0,24,24,23,7432,2021,15157,7.23,1
Gamers!,2,641,0,11,36,2017,3,0,12,12,24,8595,5356,13567,6.83,0
High School DxD Hero,0,521,0,34,11,2018,2,0,12,12,23,9076,4098,9434,7.26,1
